ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,HIGH_CONCENTRATION,CONCENTRATION_IS_NEGATIVE_ONE,CONCENTRATION_PPM
1398,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Mercury,4000.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,4000.0
1399,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Arsenic,7.1,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,7.1
1400,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Arsenic,3.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,False,False,3.2
1401,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Lead,23.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,23.0
1402,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Lead,21.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,21.0
1403,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Mercury,23.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,23.0
1404,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Mercury,6.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,6.2
1405,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Arsenic,5.4,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25,True,False,5.4
1406,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Arsenic,3.9,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25,False,False,3.9
1407,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Lead,16.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25,True,False,16.0
1408,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Lead,6.3,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25,True,False,6.3
1409,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Mercury,9.4,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25,True,False,9.4
1410,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Mercury,23.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25,True,False,23.0
1411,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,5.2
1412,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.6,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,5.6
1413,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Lead,33.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,33.0
1414,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Lead,36.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,36.0
1415,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Mercury,6200.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,6200.0
1416,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Mercury,6400.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,6400.0
1417,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Arsenic,16.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,16.0
1418,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Lead,22.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,22.0
1419,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Mercury,30.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,30.0
1420,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Mercury,33.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25,True,False,33.0
1421,Religious powder,Holi Color - Pink,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1422,Religious powder,Holi Color - Pink,Lead,1.5,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,False,1.5
1423,Religious powder,Holi Color - Pink,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1424,Religious powder,Holi Color - Pink,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1425,Religious powder,Holi Color - Orange,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1426,Religious powder,Holi Color - Orange,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1427,Religious powder,Holi Color - Orange,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1428,Religious powder,Holi color - Yellow,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1429,Religious powder,Holi color - Yellow,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1430,Religious powder,Holi color - Yellow,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25,False,True,-1.0
1431,Food-Spice,Unlabeled brown powder,Lead,0.53,ppm,UNKNOWN OR NOT STATED,EGYPT,2015-02-26,False,False,0.53
1432,Food-Spice,Kobeba sini,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,EGYPT,2015-02-26,False,True,-1.0
1433,Food-Spice,Mestka,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,EGYPT,2015-02-26,False,True,-1.0
1434,Food-Spice,Cardamom,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,EGYPT,2015-02-26,False,True,-1.0
1435,Food-Spice,Turmeric,Lead,490.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-03,True,False,490.0
1436,Food-Spice,Coriander,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-03,False,True,-1.0
1437,Food-Spice,Chili powder,Lead,34.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-03,True,False,34.0
1438,Toys/Children's Products,Blocks,Lead,-1.0,ppm,Melissa and Doug,UNITED STATES,2015-03-03,False,True,-1.0
1439,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-04,False,True,-1.0
1440,Food Other,Crickettes,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-04,False,True,-1.0
1441,Toys/Children's Products,Ceramic toy dish,Lead,52000.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2015-03-05,True,False,52000.0
1442,Toys/Children's Products,Red toy tin pot,Lead,78.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2015-03-05,True,False,78.0
1443,Cosmetics,Kohl,Lead,460000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2015-03-10,True,False,460000.0
1444,Food Other,Morinaga,Lead,-1.0,ppm,Morinaga,JAPAN,2015-03-10,False,True,-1.0
1445,Cosmetics,Kajal,Lead,5.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-16,True,False,5.8
1446,Cosmetics,Compact powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-16,False,True,-1.0
1447,Food-Spice,Coriander,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-17,False,True,-1.0
1448,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-17,False,True,-1.0
1449,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-17,False,True,-1.0
1450,Food-Spice,Chili Powder,Lead,4.9,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-17,False,False,4.9
1451,Cosmetics,Baby Powder,Lead,2.5,ppm,Mothercare,PAKISTAN,2015-03-18,False,False,2.5
1452,Food-Spice,Chili powder,Lead,110.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-18,True,False,110.0
1453,Food-Spice,Coriander powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-18,False,True,-1.0
1454,Food-Spice,Turmeric powder,Lead,530.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-18,True,False,530.0
1455,Dietary Supplement/Medications/Remedy,Herbal Tablets,Arsenic,75.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,True,False,75.0
1456,Dietary Supplement/Medications/Remedy,Herbal Tablets,Lead,4.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,False,4.7
1457,Dietary Supplement/Medications/Remedy,Herbal Tablets,Mercury,3.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,False,3.1
1458,Dietary Supplement/Medications/Remedy,Herbal powder,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1459,Dietary Supplement/Medications/Remedy,Herbal powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1460,Dietary Supplement/Medications/Remedy,Herbal powder,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1461,Dietary Supplement/Medications/Remedy,Herbal tablets,Lead,100.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,True,False,100.0
1462,Dietary Supplement/Medications/Remedy,Herbal pills,Arsenic,14.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,True,False,14.0
1463,Dietary Supplement/Medications/Remedy,Herbal pills,Lead,6.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,True,False,6.4
1464,Dietary Supplement/Medications/Remedy,Herbal pills,Mercury,9.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,True,False,9.9
1465,Dietary Supplement/Medications/Remedy,Herbal powder,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1466,Dietary Supplement/Medications/Remedy,Herbal powder,Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,False,2.6
1467,Dietary Supplement/Medications/Remedy,Herbal powder,Mercury,0.049,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,False,0.049
1468,Dietary Supplement/Medications/Remedy,Herbal mixture,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1469,Dietary Supplement/Medications/Remedy,Herbal mixture,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1470,Dietary Supplement/Medications/Remedy,Herbal mixture,Mercury,0.28,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,False,0.28
1471,Dietary Supplement/Medications/Remedy,Herbal capsules,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1472,Dietary Supplement/Medications/Remedy,Herbal capsules,Lead,0.85,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,False,0.85
1473,Dietary Supplement/Medications/Remedy,Herbal capsules,Mercury,0.33,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,False,0.33
1474,Dietary Supplement/Medications/Remedy,Herbal tablets,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,False,True,-1.0
1475,Dietary Supplement/Medications/Remedy,Herbal tablets,Lead,21.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,True,False,21.0
1476,Dietary Supplement/Medications/Remedy,Herbal tablets,Mercury,10.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26,True,False,10.0
1477,Food-Spice,Turmeric,Lead,590.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-30,True,False,590.0
1478,Food-Spice,Chili powder,Lead,6.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-30,True,False,6.3
1479,Food-Spice,Svanuri Salt,Lead,0.59,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-04-02,False,False,0.59
1480,Food-Spice,Red pepper powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-04-02,False,True,-1.0
1481,Food-Spice,Georgian spice,Lead,0.57,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-04-02,False,False,0.57
1482,Toys/Children's Products,Toy car,Lead,110.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-04-08,True,False,110.0
1483,Toys/Children's Products,Blue Toy Truck,Lead,30.0,ppm,Hot Wheels,THAILAND,2015-04-08,True,False,30.0
1484,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-04-11,False,True,-1.0
1485,Tableware/Pottery,Kansa Bowl and Spoon Set,Lead,4.6,MG/CM^2,UNKNOWN OR NOT STATED,INDIA,2015-04-16,False,False,
1486,Tableware/Pottery,Kansa Bowl and Spoon Set,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,INDIA,2015-04-16,True,False,
1487,Food-Spice,Coriander,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-04-29,False,False,1.7
1488,Food-Spice,Red Pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-04-29,False,True,-1.0
1489,Food-Spice,Turmeric,Lead,670.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-04-29,True,False,670.0
1490,Religious powder,Sindoor,Lead,10.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-05-05,True,False,10.0
1491,Cosmetics,Lakme Jewel Sindoor,Lead,-1.0,ppm,Hindusta Unilever limited,INDIA,2015-05-05,False,True,-1.0
1492,Cosmetics,Surma,Lead,710000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2015-05-06,True,False,710000.0
1493,Toys/Children's Products,Toy pen,Lead,-1.0,ppm,Fisher Price,UNITED STATES,2015-05-11,False,True,-1.0
1494,Toys/Children's Products,Toy phone,Lead,1300.0,ppm,UNKNOWN OR NOT STATED,CHINA,2015-05-21,True,False,1300.0
1495,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-05-21,False,True,-1.0
1496,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-05-21,False,True,-1.0
1497,Toys/Children's Products,Wooden toy blocks,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-05-21,False,True,-1.0
1498,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-05-21,False,True,-1.0
1499,Food-Spice,Curry Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-05-21,False,True,-1.0
1500,Food-Spice,Turmeric,Lead,730.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-06-09,True,False,730.0
1501,Food Other,Lentil,Lead,1.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-06-09,False,False,1.7
1502,Food Other,Farina (cereal),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-06-09,False,True,-1.0
1503,Jewelry,Hand Bracelet,Lead,17.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-06-10,True,False,17.0
1504,Tableware/Pottery,Clay cup,Lead,320000.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-06-15,True,False,320000.0
1505,Food-Candy,Vero Mango Lolly Pop,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-06-17,False,True,-1.0
1506,Tableware/Pottery,Ceramic cup,Lead,-1.0,ppm,Tablepots Avenue,CHINA,2015-06-18,False,True,-1.0
1507,Toys/Children's Products,Wooden block,Lead,410.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-06-26,True,False,410.0
1508,Toys/Children's Products,Puzzle piece,Lead,70.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-06-26,True,False,70.0
1509,Food-Candy,Pelon Pelo Rico,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-07-02,False,True,-1.0
1510,Food-Candy,Manita de la suerta lollipop,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-07-02,False,True,-1.0
1511,Toys/Children's Products,Crayon,Lead,1.2,ppm,UNKNOWN OR NOT STATED,CHINA,2015-07-10,False,False,1.2
1512,Toys/Children's Products,Crayon,Lead,0.72,ppm,UNKNOWN OR NOT STATED,CHINA,2015-07-10,False,False,0.72
1513,Toys/Children's Products,Crayon,Lead,1.6,ppm,UNKNOWN OR NOT STATED,CHINA,2015-07-10,False,False,1.6
1514,Food-Spice,Curry powder,Lead,0.44,ppm,UNKNOWN OR NOT STATED,JAMAICA,2015-07-23,False,False,0.44
1515,Food-Spice,Red powder spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2015-07-23,False,True,-1.0
1516,Dietary Supplement/Medications/Remedy,Hipoglos Pomada (medicated cream),Lead,1.7,ppm,andromaco,CHILE,2015-07-24,False,False,1.7
1517,Dietary Supplement/Medications/Remedy,Talco,Lead,-1.0,ppm,Simonds,CHILE,2015-07-24,False,True,-1.0
1518,Toys/Children's Products,Crayon,Lead,1.6,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-08-06,False,False,1.6
1519,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Arsenic,620.0,ppm,Zandu/ Emami Limited,INDIA,2015-08-10,True,False,620.0
1520,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Lead,1.9,ppm,Zandu/ Emami Limited,INDIA,2015-08-10,False,False,1.9
1521,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Mercury,18000.0,ppm,Zandu/ Emami Limited,INDIA,2015-08-10,True,False,18000.0
1522,Toys/Children's Products,Wooden toy flute,Lead,9.1,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-08-28,True,False,9.1
1523,Food-Spice,Mole,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-08-28,False,True,-1.0
1524,Food Other,Tea,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-08-28,False,True,-1.0
1525,Toys/Children's Products,Plastic Toy,Lead,-1.0,ppm,Hasbro,CHINA,2015-09-03,False,True,-1.0
1526,Food Other,Bay Leaves,Lead,0.79,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-10,False,False,0.79
1527,Food Other,Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-10,False,True,-1.0
1528,Food Other,Chana Masala,Lead,0.42,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-10,False,False,0.42
1529,Food-Spice,Biryani,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-10,False,True,-1.0
1530,Other,Soil,Lead,380.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-10,True,False,380.0
1531,Toys/Children's Products,Block,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-10,False,True,-1.0
1532,Toys/Children's Products,Toy Fire Engine,Lead,23.0,ppm,Kintoy Die Casting Mfy Ltd,CHINA,2015-09-21,True,False,23.0
1533,Toys/Children's Products,Wooden block,Lead,12.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-21,True,False,12.0
1534,Toys/Children's Products,Wooden block,Lead,7.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-21,True,False,7.7
1535,Toys/Children's Products,Wooden block,Lead,5.2,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-09-21,True,False,5.2
1536,Food-Spice,Georgian spice,Lead,3200.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-09-30,True,False,3200.0
1537,Food-Spice,Georgian spice,Lead,18000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-09-30,True,False,18000.0
1538,Food-Spice,Georgian spice,Lead,9.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-09-30,True,False,9.9
1539,Toys/Children's Products,Plastic toy bottle,Lead,14.0,ppm,UNKNOWN OR NOT STATED,CHINA,2015-10-02,True,False,14.0
1540,Toys/Children's Products,Blue toy (Smurf),Lead,47.0,ppm,UNKNOWN OR NOT STATED,VIET NAM,2015-10-02,True,False,47.0
1541,Toys/Children's Products,Wooden toy block,Lead,52.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-02,True,False,52.0
1542,Food Other,Jaggary,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1543,Dietary Supplement/Medications/Remedy,Somvct-34,Lead,0.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,False,0.6
1544,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1545,Food Other,Almond,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1546,Food-Spice,Jaifal (Nutmeg),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1547,Food-Spice,Harde powder,Lead,0.97,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,False,0.97
1548,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1549,Food Other,Mugbean,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1550,Dietary Supplement/Medications/Remedy,Suvarmu Prasan (Ayurvedic),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1551,Dietary Supplement/Medications/Remedy,Suvarmu Prasan (Ayurvedic),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1552,Dietary Supplement/Medications/Remedy,Suvarmu Prasan (Ayurvedic),Mercury,0.15,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,False,0.15
1553,Food-Spice,Harde whole,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,True,-1.0
1554,Food-Spice,Turmeric root,Lead,0.73,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07,False,False,0.73
1555,Toys/Children's Products,Blue wooden ball,Lead,19.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-15,True,False,19.0
1556,Toys/Children's Products,Wooden block,Lead,10.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-10-15,True,False,10.0
1557,Toys/Children's Products,Plastic Toy Cow,Lead,2.1,ppm,Hasbro INC,CHINA,2015-10-15,False,False,2.1
1558,Food-Spice,Oregano,Lead,0.91,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,2015-10-19,False,False,0.91
1559,Cosmetics,Surma (Hashmi),Lead,750000.0,ppm,HASHMI SURMA SPECIAL,PAKISTAN,2015-10-26,True,False,750000.0
1560,Food Other,Tortilla,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-11-18,False,True,-1.0
1561,Toys/Children's Products,Thomas train,Lead,4.6,ppm,Mattel Inc,CHINA,2015-11-18,False,False,4.6
1562,Toys/Children's Products,Toy pig,Lead,3.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-11-18,False,False,3.4
1563,Food-Spice,Turmeric,Lead,630.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03,True,False,630.0
1564,Food-Spice,Cumin,Lead,0.95,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03,False,False,0.95
1565,Food-Spice,Coriander,Lead,0.53,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03,False,False,0.53
1566,Food-Spice,Chili Powder,Lead,7.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03,True,False,7.5
1567,Food-Spice,Malay Chicken Biryani seasoning,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03,False,True,-1.0
1568,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.7,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03,False,False,1.7
1569,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,2.8,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03,False,False,2.8
1570,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.026,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03,False,False,0.026
1571,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.6,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03,False,False,1.6
