ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,HIGH_CONCENTRATION,CONCENTRATION_IS_NEGATIVE_ONE,CONCENTRATION_PPM
1,Food-Spice,Turmeric powder,Lead,2.9,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-04,False,False,2.9
2,Food-Spice,Cumin powder,Lead,2.4,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-04,False,False,2.4
3,Food-Spice,Cumin seeds,Lead,2.8,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-04,False,False,2.8
4,Food-Spice,Masala,Lead,12.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-01-04,True,False,12.0
5,Food-Candy,Tamarind Candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-01-06,False,True,-1.0
6,Food-Candy,Lucas Muecas candy,Lead,-1.0,ppm,Lucas Muecas,MEXICO,2011-01-06,False,True,-1.0
7,Jewelry,Amulet (Tabeez),Lead,580000.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-01-13,True,False,580000.0
8,Jewelry,String for amulet/tabeez,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-01-13,False,True,-1.0
9,Cosmetics,Surma (Hashmi),Lead,410000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2011-01-19,True,False,410000.0
10,Food-Spice,Powdered red pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-19,False,True,-1.0
11,Food-Spice,Turmeric (Haldi),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-19,False,True,-1.0
12,Food-Spice,Garam masala,Lead,3.2,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-19,False,False,3.2
13,Food-Spice,Garam masala,Lead,3.8,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-19,False,False,3.8
14,Food-Spice,Red pepper spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-01-19,False,True,-1.0
15,Food-Spice,Turmeric powder,Lead,610.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-01-21,True,False,610.0
16,Food-Spice,Chili powder,Lead,3.8,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-01-21,False,False,3.8
17,Dietary Supplement/Medications/Remedy,Pregnita (Ayurvedic),Lead,12000.0,ppm,Ajmera Pharmaceuticals PVT. LTD.,INDIA,2011-01-24,True,False,12000.0
18,Dietary Supplement/Medications/Remedy,Calcimax 500,Lead,2.7,ppm,Meyer Vitabiotics,INDIA,2011-01-24,False,False,2.7
19,Food-Spice,Turmeric,Lead,1.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-01-24,False,False,1.5
20,Food-Spice,Red pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-01-24,False,True,-1.0
21,Food Other,Cheetos Crunchy,Lead,-1.0,ppm,Frito Lays,DOMINICAN REPUBLIC,2011-02-07,False,True,-1.0
22,Food Other,Cheetos Crunchy,Lead,-1.0,ppm,Frito Lay,DOMINICAN REPUBLIC,2011-02-07,False,True,-1.0
23,Cosmetics,Johnson & Johnson Baby Powder,Lead,-1.0,ppm,Dipsoduske oleh,INDONESIA,2011-02-07,False,True,-1.0
24,Food Other,Dulces Vero,Lead,-1.0,ppm,Viacom,MEXICO,2011-02-08,False,True,-1.0
25,Food-Spice,Crevette fish bouillon,Lead,-1.0,ppm,Nestle,GUINEA,2011-02-08,False,True,-1.0
26,Jewelry,Amulet/charm,Lead,500000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-08,True,False,500000.0
27,Jewelry,Fashion hair clip,Lead,330000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-08,True,False,330000.0
28,Tableware/Pottery,Clay pot,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-08,False,True,-1.0
29,Tableware/Pottery,Clay pot,Lead,6.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-08,True,False,6.2
30,Food-Spice,Chilli powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-02-15,False,True,-1.0
31,Toys/Children's Products,Red Race Car (Rust-Eze 95),Lead,73.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-18,True,False,73.0
32,Food-Spice,Soup seasoning,Lead,-1.0,ppm,Prodravka,CROATIA (local name: Hrvatska),2011-02-22,False,True,-1.0
33,Food Other,Baking yeast,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-22,False,True,-1.0
34,Food-Spice,Coriander powder,Lead,-1.0,ppm,Square Consumer Products,BANGLADESH,2011-03-05,False,True,-1.0
35,Food-Spice,Turmeric powder,Lead,760.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-05,True,False,760.0
36,Cosmetics,Surma (Hashmi),Lead,610000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-06,True,False,610000.0
37,Jewelry,Children's jewelry,Lead,38.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-03-09,True,False,38.0
38,Jewelry,Children's jewelry set,Lead,74.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-03-09,True,False,74.0
39,Jewelry,Children's jewelry set (MSA),Lead,180.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-03-09,True,False,180.0
40,Jewelry,Earrings (Lady bug red/black ),Lead,69.0,ppm,UNKNOWN OR NOT STATED,KOREA - DEMOCRATIC PEOPLE'S REPUBLIC OF,2011-03-09,True,False,69.0
41,Jewelry,Metal charms -butterfly,Lead,870000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-09,True,False,870000.0
42,Jewelry,Metal painted charms - bear shaped,Lead,530000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-09,True,False,530000.0
43,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-03-10,False,True,-1.0
44,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-03-10,False,True,-1.0
45,Food-Spice,Coriander powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-03-10,False,True,-1.0
46,Food-Spice,Tea masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-03-10,False,True,-1.0
47,Dietary Supplement/Medications/Remedy,Adusol (Ayurvedic),Lead,0.015,ppm,Ajanta Medicals PVT. LTD,INDIA,2011-03-10,False,False,0.015
48,Dietary Supplement/Medications/Remedy,Omkar Adulsa Compound (Ayurvedic),Lead,0.16,ppm,Omkara,INDIA,2011-03-10,False,False,0.16
49,Food-Spice,Black cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-16,False,True,-1.0
50,Food-Spice,Ajwain,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-16,False,True,-1.0
51,Food-Spice,Curry powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-16,False,True,-1.0
52,Food-Spice,Turmeric powder,Lead,-1.0,ppm,National Foods Limited,PAKISTAN,2011-03-16,False,True,-1.0
53,Food-Candy,Dulces Vero Mango,Lead,0.44,ppm,Dulces Vero,MEXICO,2011-03-17,False,False,0.44
54,Toys/Children's Products,Painted Metal Toy School Bus,Lead,41.0,ppm,Buddy L Corp,MACAU,2011-03-17,True,False,41.0
55,Toys/Children's Products,Painted wooden toy top,Lead,170.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-03-17,True,False,170.0
56,Food-Spice,Cumin powder,Lead,4.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-22,False,False,4.4
57,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-22,False,True,-1.0
58,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-22,False,True,-1.0
59,Dietary Supplement/Medications/Remedy,Cetamol - liquid pain & fever reliever,Lead,-1.0,ppm,Cetamol,JAMAICA,2011-03-24,False,True,-1.0
60,Dietary Supplement/Medications/Remedy,Infants Gripe Mixture,Lead,-1.0,ppm,P.A. Benjamin Manufacturing Co. LTD,JAMAICA,2011-03-24,False,True,-1.0
61,Dietary Supplement/Medications/Remedy,Children's DPH decongestant,Lead,-1.0,ppm,Federal Pharmaceutical,JAMAICA,2011-03-24,False,True,-1.0
62,Food-Spice,Georgian spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25,False,True,-1.0
63,Food-Spice,Georgian spice,Lead,0.7,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25,False,False,0.7
64,Food-Spice,Georgian spice,Lead,1.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25,False,False,1.5
65,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25,False,True,-1.0
66,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-25,False,True,-1.0
67,Food Other,Fruit preserved mangoes cooked in clay pot,Lead,350.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-28,True,False,350.0
68,Food-Spice,Red chilli powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-29,False,True,-1.0
69,Food-Spice,Coriander seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-29,False,True,-1.0
70,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Arsenic,-1.0,ppm,Dabur India LTD.,INDIA,2011-03-30,False,True,-1.0
71,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Lead,29.0,ppm,Dabur India LTD.,INDIA,2011-03-30,True,False,29.0
72,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Mercury,31000.0,ppm,Dabur India LTD.,INDIA,2011-03-30,True,False,31000.0
73,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Arsenic,1700.0,ppm,Vyas Pharmaceuticals,INDIA,2011-03-30,True,False,1700.0
74,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Lead,9400.0,ppm,Vyas Pharmaceuticals,INDIA,2011-03-30,True,False,9400.0
75,Dietary Supplement/Medications/Remedy,Mahashakti Rasayan (Ayurvedic),Mercury,70000.0,ppm,Vyas Pharmaceuticals,INDIA,2011-03-30,True,False,70000.0
76,Tableware/Pottery,Miniature clay pot (ingested),Lead,25000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-01,True,False,25000.0
77,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-04,False,True,-1.0
78,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-04,False,True,-1.0
79,Food-Spice,Safflower-yellow flower,Lead,12.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-04,True,False,12.0
80,Toys/Children's Products,Yellow plastic fish with green fin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-04-06,False,True,-1.0
81,Food-Spice,Ginger powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,True,-1.0
82,Food Other,Orange food coloring,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,True,-1.0
83,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,True,-1.0
84,Food-Spice,Oregano,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,True,-1.0
85,Food Other,Tea,Lead,3.2,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,False,3.2
86,Food-Spice,Curry powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,True,-1.0
87,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,True,-1.0
88,Dietary Supplement/Medications/Remedy,Purple flower,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06,False,True,-1.0
89,Food-Candy,El Chavo Lollipop,Lead,-1.0,ppm,Dulces Vero,MEXICO,2011-04-07,False,True,-1.0
90,Food-Spice,Georgian spice (Yellow flour),Lead,14000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07,True,False,14000.0
91,Food-Spice,Uckho Suneli,Lead,8.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07,True,False,8.5
92,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07,False,True,-1.0
93,Food-Spice,Kinzi spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07,False,True,-1.0
94,Food-Spice,Kondari green spice,Lead,3.2,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07,False,False,3.2
95,Food-Spice,Svanuri salt,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07,False,True,-1.0
96,Food-Spice,Kinzi Marilit,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07,False,True,-1.0
97,Food-Spice,Jeera (Cumin),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-11,False,True,-1.0
98,Food-Spice,Turmeric (Haldi),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-11,False,True,-1.0
99,Food-Spice,Unlabeled spice,Lead,-1.0,ppm,Preema International LTD,UNITED KINGDOM,2011-04-11,False,True,-1.0
100,Food-Spice,Dhania (Coriander powder),Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-11,False,False,2.6
101,Food-Spice,Paprika,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-11,False,True,-1.0
102,Toys/Children's Products,Painted wooden toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-14,False,True,-1.0
103,Food Other,Dried Fish,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-14,False,True,-1.0
104,Food-Spice,Cumin powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14,False,True,-1.0
105,Food-Spice,Chili powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14,False,False,2.2
106,Food-Spice,Turmeric powder,Lead,1300.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14,True,False,1300.0
107,Food-Spice,Cardamon | Chili pepper | Cinnamon,Lead,0.91,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14,False,False,0.91
108,Food-Spice,Turmeric powder,Lead,1.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14,False,False,1.5
109,Food-Spice,Cumin powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14,False,True,-1.0
110,Food Other,Olla Azteca Tamarind Pulp,Lead,-1.0,ppm,El Azteca de Mexico,MEXICO,2011-04-15,False,True,-1.0
111,Food Other,Donitas (chili and lemon fried flour chips),Lead,-1.0,ppm,Totis,MEXICO,2011-04-15,False,True,-1.0
112,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-15,False,True,-1.0
113,Food-Spice,Turmeric,Lead,5.5,ppm,Radhuni,BANGLADESH,2011-04-18,True,False,5.5
114,Food-Spice,Chili powder,Lead,-1.0,ppm,Radhuni,BANGLADESH,2011-04-18,False,True,-1.0
115,Food-Spice,Cumin Powder,Lead,-1.0,ppm,Radhuni,BANGLADESH,2011-04-18,False,True,-1.0
116,Food Other,Ambroxol Hydrochloride BP,Lead,-1.0,ppm,Square Pharmacuetical,BANGLADESH,2011-04-18,False,True,-1.0
117,Dietary Supplement/Medications/Remedy,Ketotifen 1 mg,Lead,-1.0,ppm,ACI Limited,BANGLADESH,2011-04-18,False,True,-1.0
118,Dietary Supplement/Medications/Remedy,Zovia Kids Multivitamin Syrup,Lead,-1.0,ppm,OPSONIN PHARMA LIMITED,BANGLADESH,2011-04-18,False,True,-1.0
119,Dietary Supplement/Medications/Remedy,Montelukast 4mg,Lead,-1.0,ppm,Acme LA,BANGLADESH,2011-04-18,False,True,-1.0
120,Food-Spice,Chili powder,Lead,2.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-19,False,False,2.1
121,Food-Spice,Coriander powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-19,False,True,-1.0
122,Food-Spice,Cumin powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-19,False,True,-1.0
123,Food-Spice,Turmeric powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-19,False,False,2.2
124,Food-Spice,Turmeric powder,Lead,1300.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-19,True,False,1300.0
125,Food Other,Dried fish,Lead,2.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-19,False,False,2.2
126,Jewelry,Bracelet,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-19,False,True,-1.0
127,Jewelry,Bracelet,Lead,1500.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-19,True,False,1500.0
128,Food Other,Red jelly filled cookie,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-20,False,True,-1.0
129,Food Other,Canelitas cinnamon cookies,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-20,False,True,-1.0
130,Food-Spice,Chili powder,Lead,-1.0,ppm,"Square Consumer Products, Ltd",BANGLADESH,2011-04-22,False,True,-1.0
131,Food-Spice,Cumin powder,Lead,-1.0,ppm,"Square Consumer Products, Ltd",BANGLADESH,2011-04-22,False,True,-1.0
132,Food-Spice,Curry powder,Lead,-1.0,ppm,"Square Consumer Products, Ltd",BANGLADESH,2011-04-22,False,True,-1.0
133,Food-Spice,Coriander powder,Lead,-1.0,ppm,"Square Consumer Products, Ltd.",BANGLADESH,2011-04-22,False,True,-1.0
134,Food Other,Brown bark like material,Lead,330.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-04-26,True,False,330.0
135,Food-Spice,Rhizoma simi lacis glabrae,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-26,False,True,-1.0
136,Food Other,Cordyceps,Lead,-1.0,ppm,Yiyuan,UNKNOWN OR NOT STATED,2011-04-26,False,True,-1.0
137,Food Other,Off-white wood like material for soup,Lead,-1.0,ppm,Yiyuan,UNKNOWN OR NOT STATED,2011-04-26,False,True,-1.0
138,Food-Spice,Almonds,Lead,-1.0,ppm,Yiyuan,UNKNOWN OR NOT STATED,2011-04-26,False,True,-1.0
139,Toys/Children's Products,Copper colored painted ceramics,Lead,25000.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-28,True,False,25000.0
140,Toys/Children's Products,Painted green and tan ceramic toy,Lead,2300.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-28,True,False,2300.0
141,Toys/Children's Products,Painted brown ceramic miniature pot,Lead,8900.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-28,True,False,8900.0
142,Food Other,"Leche galletas (package of sweet crackers, white)",Lead,-1.0,ppm,Grupo Malla,DOMINICAN REPUBLIC,2011-04-28,False,True,-1.0
143,Food Other,Tan cookies,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-28,False,True,-1.0
144,Food-Spice,Kashmiri Chili powder,Lead,12.0,ppm,Eastern Condiments LTD,INDIA,2011-04-28,True,False,12.0
145,Food-Spice,Coriander powder,Lead,8.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-28,True,False,8.3
146,Food-Spice,Curry powder,Lead,1.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-28,False,False,1.2
147,Food-Spice,Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-28,False,True,-1.0
148,Food-Spice,Suneli,Lead,14000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-03,True,False,14000.0
149,Food Other,Tamarind,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-03,False,True,-1.0
150,Food Other,Chocolate,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-03,False,True,-1.0
151,Dietary Supplement/Medications/Remedy,Festal (Name in Russian),Lead,-1.0,ppm,Aventis,UNKNOWN OR NOT STATED,2011-05-04,False,True,-1.0
152,Food-Spice,Utskho (Fenugreak),Lead,34.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-04,True,False,34.0
153,Food-Spice,Kondari (Thyme),Lead,6.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-04,True,False,6.6
154,Food-Spice,Svanuri salt,Lead,35.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,35.0
155,Food-Spice,Khmeli- spice medley,Lead,13.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,13.0
156,Dietary Supplement/Medications/Remedy,Multivitamin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,False,True,-1.0
157,Cosmetics,Ruby Rose Deluxe Makeup Kit (Eyeshadow),Lead,11.0,ppm,Ruby Rose Cosmetique S.A.R.L.,GEORGIA,2011-05-04,True,False,11.0
158,Cosmetics,Face powder,Lead,2.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,False,False,2.1
159,Cosmetics,Lipstick,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,False,True,-1.0
160,Food-Spice,Chili pepper,Lead,6.2,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,6.2
161,Food-Spice,Georgian spice,Lead,30.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,30.0
162,Food-Spice,Kinzi,Lead,20.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,20.0
163,Food-Spice,Georgian salt,Lead,43.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,43.0
164,Food-Spice,Red pepper,Lead,9.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,9.9
165,Food-Spice,Georgian spice (yellow flower),Lead,1700.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,1700.0
166,Food-Spice,Georgian spice,Lead,11000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,11000.0
167,Food-Spice,Georgian spice,Lead,2500.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04,True,False,2500.0
168,Food-Spice,Turmeric powder,Lead,4.7,ppm,Shad USA,BANGLADESH,2011-05-05,False,False,4.7
169,Food-Spice,Turmeric powder,Lead,-1.0,ppm,Shad,BANGLADESH,2011-05-05,False,True,-1.0
170,Cosmetics,Kohl,Lead,440000.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-05-05,True,False,440000.0
171,Toys/Children's Products,Chalk,Lead,3.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-17,False,False,3.0
172,Jewelry,Jewelry,Lead,15.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-17,True,False,15.0
173,Jewelry,Jewelry,Lead,7.5,ppm,Purchase Name,UNKNOWN OR NOT STATED,2011-05-17,True,False,7.5
174,Jewelry,Jewelry,Lead,830000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-17,True,False,830000.0
175,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Arsenic,2.0,ppm,Shree Baidyanath Ayurved,INDIA,2011-05-17,False,False,2.0
176,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Lead,7.7,ppm,Shree Baidyanath Ayurved,INDIA,2011-05-17,True,False,7.7
177,Dietary Supplement/Medications/Remedy,Mahasudarshan (Ayurvedic),Mercury,2.2,ppm,Shree Baidyanath Ayurved,INDIA,2011-05-17,False,False,2.2
178,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Arsenic,-1.0,ppm,Amit Pharmacy,INDIA,2011-05-17,False,True,-1.0
179,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Lead,2.0,ppm,Amit Pharmacy,INDIA,2011-05-17,False,False,2.0
180,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Mercury,5.0,ppm,Amit Pharmacy,INDIA,2011-05-17,False,False,5.0
181,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Arsenic,-1.0,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,2011-05-17,False,True,-1.0
182,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Lead,0.79,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,2011-05-17,False,False,0.79
183,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Mercury,0.1,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,2011-05-17,False,False,0.1
184,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-05-17,False,True,-1.0
185,Food Other,Chinese Mushrooms,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-05-20,False,True,-1.0
186,Food Other,Chinese yams (dried),Lead,2.2,ppm,UNKNOWN OR NOT STATED,CHINA,2011-05-20,False,False,2.2
187,Food Other,Chinese Pearl Barley,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-05-20,False,True,-1.0
188,Food Other,Euryale Seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-05-20,False,True,-1.0
189,Food Other,Dried Lily Bulb,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-05-20,False,True,-1.0
190,Food Other,Dried Enoki Mushrooms,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-05-20,False,True,-1.0
